PLAYERPLAYER,G,AB,R ,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,,,,
11001FabioF CastilloCastilloP11001???,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001RafaelR DolisDolisP11001???,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001JorgeJ RondonRondonP11001???,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001JuanJ NicasioNicasioP11001???,363,123,5,15,2,0,0,9,6,70,0,0,0.122,0.162,0.138,0.3,0.0465116279,0.542635659,0,#DIV/0!
11001BrandonB DicksonDicksonP11001???,10,5,2,3,0,0,0,0,0,2,0,0,0.6,0.6,0.6,1.2,0,0.4,0,#DIV/0!
11001KeiK IgawaIgawaP11001???,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,#DIV/0!
11001MasumiM KuwataKuwataP11001???,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001HidekiH OkajimaOkajimaP11001???,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001YoslanY HerreraHerreraP11001???,5,7,1,1,0,0,0,0,0,1,0,0,0.143,0.143,0.143,0.286,0,0.142857143,0,#DIV/0!
11001Adri?nA SanchezSanchez3B11001???,106,195,22,51,11,1,0,16,6,47,0,2,0.262,0.287,0.328,0.615,0.0298507463,0.233830846,0.00995024876,0
11001JoseJ OrtegaOrtegaP11001???,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001RafaelR Mart?nMart?nP11001???,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001Henry AlejandroH RodriguezRodriguez2B11001???,21,23,0,4,1,0,0,2,3,6,0,0,0.174,0.269,0.217,0.486,0.115384615,0.230769231,0,#DIV/0!
11001MayckolM GuaipeGuaipeP11001???,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001ArielA Pe?aPe?aP11001???,7,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.857142857,0,#DIV/0!
11001Andr?A RienzoRienzoP11001???,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001LendyL CastilloCastilloP11001???,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001DarioD AlvarezAlvarezP11001???,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001JenrryJ MejiaMejiaP11001???,114,34,1,1,0,0,0,1,0,16,0,0,0.029,0.029,0.029,0.058,0,0.470588235,0,#DIV/0!
11001EuryE P?rezP?rezLF11001???,73,142,16,36,4,0,0,5,7,29,8,1,0.254,0.307,0.282,0.589,0.0469798658,0.194630872,0.0604026846,0.888888889
11001WilkingW Rodr?guezRodr?guezP11001???,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001CarlosC Fr?asFr?asP11001???,33,29,1,1,0,0,0,0,1,17,0,0,0.034,0.097,0.034,0.131,0.0333333333,0.566666667,0,#DIV/0!
11001StolmyS PimentelPimentelP11001???,33,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0,#DIV/0!
11001KelvinK HerreraHerreraP11001???,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001Sugar RayS MarimonMarimonP11001???,16,6,0,2,0,0,0,0,1,3,0,0,0.333,0.429,0.333,0.762,0.142857143,0.428571429,0,#DIV/0!
11001AlexA Colom?Colom?P11001???,450,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,#DIV/0!
11001PedroP HernandezHernandezP11001???,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
11001RandallR DelgadoDelgadoP11001???,272,87,5,14,0,0,0,2,1,36,0,0,0.161,0.17,0.161,0.331,0.0113636364,0.409090909,0,#DIV/0!
11001WilfredoW BoscanBoscanP11001???,6,3,0,1,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0.666,0,0.333333333,0,#DIV/0!
11001JoeJ OrtizOrtizP11001???,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001DannyD SalazarSalazarP11001???,109,14,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0.857142857,0,#DIV/0!
11001KelvinK MarteMarteP11001???,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001ScottS AlexanderAlexanderP11001???,285,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.75,0,#DIV/0!
11001PhillippeP AumontAumontP11001???,46,1,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0.5,0.5,0.5,0,#DIV/0!
11001DylanD AxelrodAxelrodP11001???,41,8,1,1,0,0,0,0,0,6,0,0,0.125,0.125,0.125,0.25,0,0.75,0,#DIV/0!
11001BlakeB BeavanBeavanP11001???,26,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,#DIV/0!
11001ChadC BellBellP11001???,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001ChadC BettisBettisP11001???,165,142,7,8,0,0,0,6,13,65,0,0,0.056,0.135,0.056,0.191,0.0838709677,0.419354839,0,#DIV/0!
11001MichaelM BlazekBlazekP11001???,114,6,1,1,1,0,0,1,0,3,0,0,0.167,0.167,0.333,0.5,0,0.5,0,#DIV/0!
11001RyanR BrasierBrasierP11001???,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001DrakeD BrittonBrittonP11001???,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001BrianB BroderickBroderickP11001???,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001GaryG BrownBrownCF11001???,7,7,1,3,0,0,0,1,0,0,0,0,0.429,0.429,0.429,0.858,0,0,0,#DIV/0!
11001DavidD CarpenterCarpenterP11001???,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001RobertR CarsonCarsonP11001???,31,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,#DIV/0!
11001AdronA ChambersChambersLF11001???,84,88,11,19,1,3,0,9,8,30,2,2,0.216,0.289,0.295,0.584,0.0833333333,0.3125,0.0416666667,0.5
11001SteveS CishekCishekP11001???,623,9,1,1,0,0,0,0,0,2,0,0,0.111,0.111,0.111,0.222,0,0.222222222,0,#DIV/0!
11001PaulP ClemensClemensP11001???,53,21,1,0,0,0,0,0,1,11,0,0,0,0.045,0,0.045,0.0454545455,0.5,0,#DIV/0!
11001TaylorT ColeColeP11001???,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001JoshJ CollmenterCollmenterP11001???,214,154,8,19,2,0,0,6,9,56,0,0,0.123,0.182,0.136,0.318,0.0552147239,0.343558282,0,#DIV/0!
11001FernandoF CruzCruzP11001???,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001JustinJ De FratusDe FratusP11001???,191,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0.5,0,#DIV/0!
11001JakeJ DiekmanDiekmanP11001???,551,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
11001DannyD DuffyDuffyP11001???,234,22,2,3,0,0,0,1,0,11,0,0,0.136,0.136,0.136,0.272,0,0.5,0,#DIV/0!
11001JohnJ ElyElyP11001???,25,30,1,2,0,0,0,1,2,15,0,1,0.067,0.125,0.067,0.192,0.0625,0.46875,0.03125,0
11001C.J.C FickFickP11001???,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001SamS FreemanFreemanP11001???,263,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.666666667,0,#DIV/0!
11001CharlieC FurbushFurbushP11001???,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001JohnJ GastGastP11001???,3,5,1,0,0,0,0,0,1,3,0,0,0,0.167,0,0.167,0.166666667,0.5,0,#DIV/0!
11001CoryC GearrinGearrinP11001???,330,3,0,1,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.666,0,0.666666667,0,#DIV/0!
11001DillonD GeeGeeP11001???,147,194,8,21,3,1,0,11,9,89,0,0,0.108,0.151,0.134,0.285,0.0443349754,0.438423645,0,#DIV/0!
11001JustinJ GrimmGrimmP11001???,300,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.571428571,0,#DIV/0!
11001MattM HagueHague1B11001???,43,84,6,19,3,0,0,7,5,19,1,0,0.226,0.286,0.262,0.548,0.0561797753,0.213483146,0.0112359551,1
11001DonovanD HandHandP11001???,32,12,0,1,0,0,0,0,0,3,0,0,0.083,0.154,0.083,0.237,0,0.25,0,#DIV/0!
11001MitchM HarrisHarrisP11001???,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
11001JohnnyJ HellwegHellwegP11001???,8,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.4,0,#DIV/0!
11001ChrisC HestonHestonP11001???,39,52,1,10,2,0,0,3,0,19,0,0,0.192,0.192,0.231,0.423,0,0.365384615,0,#DIV/0!
11001GregG HollandHollandP11001???,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001ColtC HynesHynesP11001???,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001EricE JokischJokischP11001???,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,#DIV/0!
11001NateN JonesJonesP11001???,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001TaylorT JordanJordanP11001???,18,28,1,5,0,0,0,0,0,9,0,0,0.179,0.179,0.179,0.358,0,0.321428571,0,#DIV/0!
11001JoshJ JudyJudyP11001???,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001ShawnS KelleyKelleyP11001???,424,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
11001JohnJ CardenCardenP11001???,1,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!
11001ConradC CardinalCardinalP11001???,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001BenB CardoniCardoniP11001???,43,24,5,4,0,0,0,1,0,10,0,--,0.167,0.167,0.167,0.334,0,0.416666667,#VALUE!,#VALUE!
11001PaulP CareyCarey1B11001???,18,47,1,10,1,0,0,3,5,14,0,0,0.213,0.288,0.234,0.522,0.0961538462,0.269230769,0,#DIV/0!
11001RogerR CareyCarey2B11001???,1,4,0,0,0,0,0,2,0,1,0,--,0,0,0,0,0,0.25,#VALUE!,#VALUE!
11001BobbyB CargoCargoSS11001???,2,4,0,1,0,0,0,0,0,0,0,--,0.25,0.25,0.25,0.5,0,0,#VALUE!,#VALUE!
11001FredF CarlCarlRF11001???,25,99,13,20,2,2,0,13,16,22,0,--,0.202,0.313,0.263,0.576,0.139130435,0.191304348,#VALUE!,#VALUE!
11001WalterW CarlisleCarlisleLF11001???,4,10,0,1,0,0,0,0,1,,1,--,0.1,0.182,0.1,0.282,0.0909090909,0,#VALUE!,#VALUE!
11001CiscoC CarlosCarlosP11001???,73,62,1,4,1,0,0,0,3,28,0,0,0.065,0.121,0.081,0.202,0.0461538462,0.430769231,0,#DIV/0!
11001DonD CarlsenCarlsenP11001???,13,19,1,5,0,0,0,1,0,1,0,0,0.263,0.263,0.263,0.526,0,0.0526315789,0,#DIV/0!
11001DanD CarlsonCarlsonP11001???,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001LeonL CarlsonCarlsonP11001???,3,6,0,1,0,0,0,0,0,3,0,0,0.167,0.167,0.167,0.334,0,0.5,0,#DIV/0!
11001AlbinA CarlstromCarlstromSS11001???,2,6,0,1,0,0,0,0,0,,0,--,0.167,0.167,0.167,0.334,0,0,#VALUE!,#VALUE!
11001DonD CarmanCarmanP11001???,340,209,3,12,0,0,0,5,2,75,0,1,0.057,0.066,0.057,0.123,0.00947867299,0.355450237,0.00473933649,0
11001GeorgeG CarmanCarmanSS11001???,28,97,9,17,2,0,0,7,8,,5,--,0.175,0.245,0.196,0.441,0.0761904762,0,#VALUE!,#VALUE!
11001ChetC CarmichaelCarmichaelP11001???,2,2,0,0,0,0,0,0,0,,0,--,0,0,0,0,0,0,#VALUE!,#VALUE!
11001RafaelR CarmonaCarmonaP11001???,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001BillB CarneyCarneyRF11001???,2,7,0,0,0,0,0,0,1,,0,--,0,0.125,0,0.125,0.125,0,#VALUE!,#VALUE!
11001CrisC CarpenterCarpenterP11001???,256,30,2,8,0,0,0,5,0,6,0,0,0.267,0.267,0.267,0.534,0,0.2,0,#DIV/0!
11001LewL CarpenterCarpenterP11001???,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001PaulP CarpenterCarpenterP11001???,5,2,0,0,0,0,0,0,0,1,0,--,0,0,0,0,0,0.5,#VALUE!,#VALUE!
11001BobB CarpenterCarpenterP11001???,80,131,7,22,1,0,0,15,8,17,0,--,0.168,0.221,0.176,0.397,0.0575539568,0.122302158,#VALUE!,#VALUE!
11001FrankF CarpinCarpinP11001???,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001LewL CarrCarrSS11001???,9,28,2,7,1,1,0,4,2,,0,--,0.25,0.344,0.357,0.701,0.0666666667,0,#VALUE!,#VALUE!
11001GiovanniG CarraraCarraraP11001???,290,31,2,3,0,0,0,0,1,11,0,0,0.097,0.125,0.097,0.222,0.03125,0.34375,0,#DIV/0!
11001MarcM RzepczynskiRzepczynskiP11001???,458,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
11001ChrisC SaleSaleP11001???,343,26,1,3,1,0,0,0,0,14,0,0,0.115,0.115,0.154,0.269,0,0.538461538,0,#DIV/0!
11001DanielD SchlerethSchlerethP11001???,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001A.J.A SchugelSchugelP11001???,73,3,0,0,0,0,0,0,1,1,0,0,0,0.25,0,0.25,0.25,0.25,0,#DIV/0!
11001EvanE ScribnerScribnerP11001???,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001WillW SmithSmithP11001???,455,1,0,1,0,0,0,2,0,0,0,0,1,1,1,2,0,0,0,#DIV/0!
11001JoshJ SmokerSmokerP11001???,81,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0,#DIV/0!
11001SammyS Sol?sSol?sP11001???,141,5,0,1,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0.2,0,#DIV/0!
11001ElliotE SotoSotoSS11001???,3,6,2,2,1,0,0,0,1,1,0,0,0.333,0.429,0.5,0.929,0.142857143,0.142857143,0,#DIV/0!
11001NeftaliN SotoSoto1B11001???,34,42,1,3,1,0,0,1,0,14,1,0,0.071,0.091,0.095,0.186,0,0.333333333,0.0238095238,1
11001DrewD StorenStorenP11001???,470,3,0,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.666,0,0.333333333,0,#DIV/0!
11001HunterH StricklandStricklandP11001???,478,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.666666667,0,#DIV/0!
11001SteveS SusdorfSusdorfLF11001???,3,7,1,1,1,0,0,0,0,1,0,0,0.143,0.143,0.286,0.429,0,0.142857143,0,#DIV/0!
11001NickN TepeschTepeschP11001???,46,8,0,1,0,0,0,0,0,4,0,0,0.125,0.125,0.125,0.25,0,0.5,0,#DIV/0!
11001JessJ ToddToddP11001???,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001PatP VenditteVenditteP11001???,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
11001MarcusM WaldenWaldenP11001???,93,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
11001ThadT WeberWeberP11001???,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001MattM WestWestP11001???,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001ChrisC WithrowWithrowP11001???,92,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
11001BrandonB WorkmanWorkmanP11001???,217,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,#DIV/0!
11001KonradK SchmidtSchmidtC11001???,8,15,1,1,0,0,0,2,2,2,0,0,0.067,0.176,0.067,0.243,0.117647059,0.117647059,0,#DIV/0!
11001EngelE BeltreBeltreRF11001???,22,40,7,10,1,0,0,2,0,5,1,2,0.25,0.268,0.275,0.543,0,0.125,0.075,0.333333333
11001PedroP B?ezB?ezP11001???,355,6,0,0,0,0,0,1,1,3,0,0,0,0.143,0,0.143,0.142857143,0.428571429,0,#DIV/0!
11001MaikelM CletoCletoP11001???,41,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,#DIV/0!
11001ScottS CaryCaryP11001???,23,13,1,1,0,0,0,1,2,3,0,0,0.077,0.2,0.077,0.277,0.133333333,0.2,0,#DIV/0!
11001JoeJ CascarellaCascarellaP11001???,143,165,6,20,2,0,0,10,4,48,0,0,0.121,0.157,0.133,0.29,0.0236686391,0.284023669,0,#DIV/0!
11001CharlieC CaseCaseP11001???,54,133,8,18,1,1,0,5,13,,0,--,0.135,0.233,0.158,0.391,0.0890410959,0,#VALUE!,#VALUE!
11001HughH CaseyCaseyP11001???,344,244,23,40,7,0,0,14,15,56,0,0,0.164,0.212,0.193,0.405,0.0579150579,0.216216216,0,#DIV/0!
11001JoeJ CaseyCaseyC11001???,50,117,9,21,3,0,0,7,8,2,1,--,0.179,0.238,0.205,0.443,0.064,0.016,#VALUE!,#VALUE!
11001TommyT CaseyCaseyP11001???,1,0,0,0,0,0,0,0,0,,0,--,0,0,0,0,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!
11001RonR CashCash1B11001???,34,101,14,30,3,1,0,11,5,16,0,1,0.297,0.324,0.347,0.671,0.0471698113,0.150943396,0.00943396226,0
11001LarryL CasianCasianP11001???,175,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.666666667,0,#DIV/0!
11001CraigC CaskeyCaskeyP11001???,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001HarryH CassadyCassadyRF11001???,22,74,9,13,0,0,0,4,2,,2,--,0.176,0.197,0.176,0.373,0.0263157895,0,#VALUE!,#VALUE!
11001EdE CassianCassianP11001???,13,43,4,11,1,1,0,5,0,8,0,--,0.256,0.256,0.326,0.582,0,0.186046512,#VALUE!,#VALUE!
11001JackJ CassiniCassiniPR11001???,8,0,3,0,0,0,0,0,0,0,0,--,0,0,0,0,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!
11001GeorgeG CasterCasterP11001???,380,440,25,81,13,0,0,37,18,133,0,0,0.184,0.218,0.214,0.432,0.03930131,0.290393013,0,#DIV/0!
11001JimJ CastigliaCastigliaC11001???,16,18,2,7,0,0,0,2,1,3,0,0,0.389,0.421,0.389,0.81,0.0526315789,0.157894737,0,#DIV/0!
11001TonyT CastilloCastilloC11001???,5,8,0,1,0,0,0,1,0,2,0,0,0.125,0.125,0.125,0.25,0,0.25,0,#DIV/0!
11001TonyT CastilloCastilloP11001???,170,13,1,1,0,0,0,0,1,6,0,0,0.077,0.143,0.077,0.22,0.0714285714,0.428571429,0,#DIV/0!
11001CarlosC CastilloCastilloP11001???,91,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,#DIV/0!
11001FrankF CastilloCastilloP11001???,295,338,7,37,0,0,0,13,13,111,0,1,0.109,0.142,0.109,0.251,0.037037037,0.316239316,0.00284900285,0
11001JuanJ CastilloCastilloP11001???,2,5,0,1,0,0,0,1,0,1,0,0,0.2,0.2,0.2,0.4,0,0.2,0,#DIV/0!
11001BobbyB CastilloCastilloP11001???,175,39,1,6,2,0,0,1,1,11,0,0,0.154,0.175,0.205,0.38,0.025,0.275,0,#DIV/0!
11001DonD CastleCastleDH11001???,4,13,0,4,1,0,0,2,1,3,0,0,0.308,0.357,0.385,0.742,0.0714285714,0.214285714,0,#DIV/0!
11001JohnJ CastleCastleOF11001???,3,4,1,1,0,0,0,0,0,0,1,--,0.25,0.25,0.25,0.5,0,0,#VALUE!,#VALUE!
11001RoyR CastletonCastletonP11001???,11,13,2,2,0,0,0,0,1,1,0,--,0.154,0.214,0.154,0.368,0.0714285714,0.0714285714,#VALUE!,#VALUE!
11001PaulP CastnerCastnerP11001???,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001EliE CatesCatesP11001???,40,59,5,11,1,1,0,3,6,,0,--,0.186,0.273,0.237,0.51,0.0923076923,0,#VALUE!,#VALUE!
11001CarlosC ContrerasContrerasP11001???,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
11001DanielD CorcinoCorcinoP11001???,7,4,0,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0.25,0,#DIV/0!
11001EdwarE CabreraCabreraP11001???,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
11001Jos?J Ram?rezRam?rezP11001???,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001Jos?J CisneroCisneroP11001???,255,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
11001ElvisE AraujoAraujoP11001???,72,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,#DIV/0!
11001EnriqueE BurgosBurgosP11001???,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001RomanR MendezMendezP11001???,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001GonzalezG GermenGermenP11001???,129,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.666666667,0,#DIV/0!
11001AustinA AdamsAdamsP11001???,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001MattM AndrieseAndrieseP11001???,201,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.444444444,0,#DIV/0!
11001ShawnS ArmstrongArmstrongP11001???,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001AnthonyA BassBassP11001???,285,38,3,4,0,1,0,6,0,17,1,0,0.105,0.105,0.158,0.263,0,0.447368421,0.0263157895,1
11001DallasD BeelerBeelerP11001???,5,7,0,2,1,0,0,0,0,3,0,0,0.286,0.286,0.429,0.715,0,0.428571429,0,#DIV/0!
11001JeffJ BeliveauBeliveauP11001???,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001JeremyJ BleichBleichP11001???,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001RichardR BleierBleierP11001???,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001BuddyB BoshersBoshersP11001???,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001BradB BrachBrachP11001???,518,5,0,1,0,0,0,1,0,1,0,0,0.2,0.2,0.2,0.4,0,0.2,0,#DIV/0!
11001AndyA BurnsBurns3B11001???,19,17,4,3,1,0,0,0,3,3,0,0,0.176,0.364,0.235,0.599,0.15,0.15,0,#DIV/0!
11001RyanR CarpenterCarpenterP11001???,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,#DIV/0!
11001HunterH CervenkaCervenkaP11001???,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001TylerT ChatwoodChatwoodP11001???,240,205,17,42,5,1,0,17,8,52,0,0,0.205,0.235,0.239,0.474,0.0375586854,0.244131455,0,#DIV/0!
11001NickN ChristianiChristianiP11001???,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
11001TylerT CloydCloydP11001???,26,32,3,3,1,0,0,1,5,9,0,0,0.094,0.216,0.125,0.341,0.135135135,0.243243243,0,#DIV/0!
11001AdamA ConleyConleyP11001???,191,84,7,12,0,0,0,4,3,44,0,0,0.143,0.17,0.143,0.313,0.0344827586,0.505747126,0,#DIV/0!
11001JarredJ CosartCosartP11001???,65,58,2,7,0,0,0,1,0,22,0,0,0.121,0.121,0.121,0.242,0,0.379310345,0,#DIV/0!
11001DannyD CoulombeCoulombeP11001???,328,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,#DIV/0!
11001AaronA CrowCrowP11001???,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11001JermaineJ CurtisCurtisLF11001???,5,3,0,0,0,0,0,0,1,1,0,0,0,0.4,0,0.4,0.25,0.25,0,#DIV/0!
11001OliverO DrakeDrakeP11001???,161,2,0,1,0,0,0,1,0,1,0,0,0.5,0.5,0.5,1,0,0.5,0,#DIV/0!
11001NathanN EovaldiEovaldiP11001???,241,153,9,12,0,0,0,2,7,97,0,0,0.078,0.119,0.078,0.197,0.04375,0.60625,0,#DIV/0!
